zotuID,AF_T1_0,AF_T1_100,AF_T1_102,AF_T1_2,AF_T1_200,AF_T1_202,AF_T2_0,AF_T2_100,AF_T2_102,AF_T2_2,AF_T2_200,AF_T2_202,AF_T3_0,AF_T3_100,AF_T3_102,AF_T3_2,AF_T3_200,AF_T3_202,HV_T1_0,HV_T1_100,HV_T1_102,HV_T1_2,HV_T1_200,HV_T1_202,HV_T2_0,HV_T2_100,HV_T2_102,HV_T2_2,HV_T2_200,HV_T2_202,HV_T3_0,HV_T3_100,HV_T3_102,HV_T3_2,HV_T3_200,HV_T3_202,OW_T1_0,OW_T1_100,OW_T1_102,OW_T1_2,OW_T1_200,OW_T1_202,OW_T2_0,OW_T2_100,OW_T2_102,OW_T2_2,OW_T2_200,OW_T2_202,OW_T3_0,OW_T3_100,OW_T3_102,OW_T3_2,OW_T3_200,OW_T3_202,RL_T1_0,RL_T1_100,RL_T1_102,RL_T1_2,RL_T1_200,RL_T1_202,RL_T2_0,RL_T2_100,RL_T2_102,RL_T2_2,RL_T2_200,RL_T2_202,RL_T3_0,RL_T3_100,RL_T3_102,RL_T3_2,RL_T3_200,RL_T3_202
Zotu10121,0,0,4,0,0,0,0,5,1,0,0,0,0,6,0,0,0,0,8,1,0,1,0,0,1,2,0,57,0,0,37,0,0,6,0,0,0,0,0,0,7,8,0,0,0,0,2,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Zotu4755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,84,0,0,68,0,0
Zotu2897,2,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,70,9,0,0,0,11,3,0,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0
Zotu5983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,53,0,0,99,0,0
Zotu1503,0,3,0,0,0,3,0,3,0,0,0,0,1,62,61,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1949,1,8,13,0,0,0,5,3,3,5,0,0,16,0,5,3,5,0,1,20,0,0,0,9,1,0,0,2,0,8,2,0,6,11,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,11,0,0,0,7,0,0,0,0,0,0,1,0
Zotu2779,5,0,0,5,0,0,5,0,10,0,2,1,8,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,16,0,0,6,0,17,12,0,0,22,0,0,11,0,0
Zotu3230,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,17,0,0,0,0,0,104,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,0,0,0,0,11,33,0,0,0,0,32,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4045,0,0,0,111,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4308,7,0,1,1,0,4,5,5,2,0,0,1,4,3,3,2,6,4,0,2,0,0,1,6,1,0,0,0,0,0,1,0,0,0,0,4,5,1,2,1,3,5,1,1,0,4,1,7,1,5,1,3,2,4,2,3,2,1,8,0,0,0,0,2,4,2,2,1,4,5,2,5
Zotu903,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,0,0,2,0,4,4,0,11,1,0,5,1,0,3,4,0,0,0,60,0,0,0,0,0,5,0,0,29,0,0,0,11,0
Zotu1867,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,1,0,0,5,0,0,51,0,0,87,0,0
Zotu2418,0,0,0,0,1,0,0,0,3,0,0,0,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13,9,0,0,1,0,1,5,0,0,0,0,1,5,0,2,4,12,0,0,39,0,10,5,0,0,19,0,0,9,0,0,3,0,0
Zotu2775,0,0,0,0,0,0,45,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,0,0,0,3,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,14,0,0,8,0,0,9,0,0,16,0,0,8,0,0
Zotu5329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,1,0,2,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,38,0,4,2,0,9,6,0,6,8,0,0,22
Zotu2523,8,0,0,0,0,0,0,0,0,4,0,2,14,0,0,2,0,56,1,2,0,0,0,2,8,1,0,5,0,7,0,0,1,9,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,6,0,0,2,0,3,1,0,3,2,0,0,4,0
Zotu13706,0,0,0,0,0,0,0,1,0,1,0,4,0,0,1,1,0,2,6,6,3,9,11,0,0,1,4,1,14,0,31,14,0,18,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12201,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,26,8,3,0,0,8,5,0,44,0,10,4,3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,3,0,0,0
Zotu2850,0,7,0,0,0,0,0,7,0,0,0,1,0,1,0,1,1,0,3,0,0,0,0,1,0,0,0,1,0,0,0,6,0,0,0,0,0,16,8,0,0,2,1,6,11,0,1,1,0,7,4,2,0,1,2,0,0,11,0,4,22,0,6,14,0,0,3,0,0,0,0,0
Zotu1652,3,1,1,5,11,6,2,0,0,9,3,1,2,6,1,11,0,17,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,7,0,2,8,0,0,0,0,0,0,1,0,0,0,1,0,16,13,0,2,1,0,5,1,0,0,0
Zotu2788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,127,17,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2599,7,0,0,16,0,0,3,0,1,0,0,0,1,0,0,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,7,9,0,1,0,0,4,5,17,0,0,27,0,0,0,0,0,0,0,0,9,0,0,3,0,0
Zotu2298,2,0,0,0,0,0,32,0,0,2,0,0,17,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,22,0,0,0,0,0,9,0,0,23,0,0,1,0,0
Zotu3480,0,1,1,0,0,0,2,1,37,0,0,0,0,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,0,10,5,0,0,2,1,7,9,0,0,0,4,16
Zotu11281,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,5,3,37,37,0,2,7,0,0,36,0,3,9,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu14664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,2,0,0,15,64,3,11,0,0,0,3,16,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu2392,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,37,0,24,1,0,10,17,0,4,0,0,8,10,0,15,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Zotu2454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,42,0,0,0,0,0,0,0,0,0,8,0,0,34,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,6,0,0,28,0,0,10,2,0,0,0,3,6,0,0,2,0,0,0,0
Zotu13931,0,25,11,0,1,0,13,15,7,1,0,0,0,10,7,0,0,1,9,0,0,0,0,3,4,0,0,9,0,0,4,0,0,3,0,0,0,0,5,1,0,0,4,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3
Zotu14057,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,63,4,0,0,6,0,41,0,0,23,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu15054,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,0,26,0,0,3,0,0,8,0,0,10,53,15,11,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,2,0,0,3
Zotu2585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,7,0,0,0,7,21,16,0,0,10,0,0,0,4,2,0,2,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,2,0,0,0,0,0,0,0,0,1,2
Zotu2915,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,3,6,5,4,2,1,2,0,0,2,0,1,5,41,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,13,0,0,6,29,0,0,2,0,7,0,0,0,4
Zotu3104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,8,0,0,6,0,0,33,0,1,87,0,0,0,0,0,4,0,0
Zotu3440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,0,0,2,0,0,10,0,0,1,0,0,83,0,0,33,0,0
Zotu5142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,37,0,0,10,0,0,15,0,0,45,0,0,27,0,0
Zotu2180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,24,0,0,17,0,0,1,12,5,1,0,0,0,7,2
Zotu1407,2,0,0,0,0,1,0,0,0,1,0,41,0,0,0,0,0,13,0,5,5,0,8,0,0,0,0,0,57,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0
Zotu3457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,11,0,0,11,0,0,13,0,0,5,2,0,71,0,0,24,0,0
Zotu2258,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,10,1,9,6,2,0,0,0,0,27,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5,0,1,0,0,0,7,0,21,18,0,0,8
Zotu2241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37,5,0,0,0,0,37,8,0,0,0,0,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu14802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,2,2,24,0,2,10,8,2,12,0,9,21,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1958,0,0,2,0,0,0,0,0,1,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,6,0,0,0,0,0,8,15,0,0,0,0,18,31,0,0,0,0,6,24,0,0,0,0,0,0,0,0,0,6,0,0,11,0,1,4,0,0,0,0,1
Zotu2744,3,0,0,6,0,0,0,5,15,0,0,0,3,0,4,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,4,0,0,0,10,5,0,0,0,8,2,6,0,0,0,0,0,7,4,0,3,9,0,0,4,0,0,0,7,0,9,0,0,1,2,0
Zotu2750,2,0,0,0,0,0,29,0,0,0,0,0,43,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3023,0,0,0,1,0,0,0,0,0,3,0,0,1,0,5,17,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,34,0,1,0,0,0,7,0,0,0,0,0,0,0,0,12,3,0,0,2,0,0,0,11,8,0,1,0,0,13,0
Zotu3522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,0,0,4,0,0,0,0,0,31,0,0,96,0,0
Zotu3934,0,3,0,0,0,0,0,0,32,0,0,0,0,0,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,8,0,32,0,0,3,0,0,17,0,0,7,0,0,16,0,0,4,0,0
Zotu1766,1,0,0,51,0,0,0,0,0,0,0,0,0,1,0,0,23,3,3,0,0,0,1,0,3,0,0,0,0,0,3,2,0,5,1,0,0,2,1,0,5,0,0,0,0,4,1,9,0,0,1,0,3,7,1,0,1,0,0,0,2,0,0,1,0,0,1,0,0,11,0,0
Zotu2455,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,18,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
Zotu2683,2,0,0,11,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,15,10,0,0,0,0,26,18,5,0,0,0,0,0,0,0,0,0,0,0,29,0,0,7,0,0
Zotu5125,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,31,0,0,28,0,0,2,0,0,23,0,0,31,0,0,22,0,0
Zotu2593,0,2,20,0,0,0,49,0,12,1,0,0,0,6,2,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,1,0,0,5,5,0,0,0,0,0,15,3
Zotu2532,0,0,0,74,0,0,0,0,4,0,1,0,0,0,0,4,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zotu3347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,99,0,0,9,0,0,0,0,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1
Zotu3548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,87,0,0,54,0,0
Zotu1559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,36,0,0,0,0,14,45,1,0,0,0,0,10,0,2,0,0,0,0,4,0,0,10,0,0,3,0,0,12,0,0,6,0,0
Zotu2626,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,17,42,0,0,0,0,23,20,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0
Zotu3912,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,0,0,0,0,24,46,0,0,0,0,22,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Zotu5282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,6,2,0,0,0,0,8,5,1,0,0,10,0,0,51,0,0,42,0,0,7,0,0,4,0,0,0,0,0
Zotu3873,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Zotu2281,3,0,0,6,0,0,0,0,0,13,39,0,0,0,0,0,63,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2013,0,26,0,0,0,0,4,16,3,3,0,0,0,28,1,0,0,0,0,5,0,0,0,0,1,1,0,2,0,6,28,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,1,0,0,0,0,0,6
Zotu2924,3,0,0,6,0,0,0,0,6,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,6,0,0,13,0,0,4,0,0,31,0,0,19,0,0
Zotu2853,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,17,3,0,0,2,0,19,5,0,0,0,5,0,0,0,11,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,7,0,0,0,0,5,1,0,0,2,0,4,5
Zotu2202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,31,2,0,0,0,0,64,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,3,10,0,0,0,36,0,0,3,0,0,13,0,5,61,0,0,7,0,0,0,0,0
Zotu2382,0,0,0,2,0,0,0,0,18,5,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,47,2,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,16,0,0,0,0,0,15,1,1,12,0,0,2,2,4
Zotu2872,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29,0,5,5,0,17,26,0,0,0,0,30,11,1,0,0,0,0,0,0,4,0,1,0,3,2,1,0,0,0,0,0,0,0
Zotu3037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,7,0,0,0,0,0,67,0,0,61,0,0
Zotu3284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,15,0,0,10,0,0,18,0,0,47,0,0,37,0,0
Zotu3852,0,0,0,0,71,0,0,0,0,3,0,18,0,0,1,2,0,29,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,1,2,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Zotu3867,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1,0,0,0,0,0,0,2,0,24,0,0,0,0,0,0,0,0,0,1,81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu4793,0,0,0,0,58,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu14039,0,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,1,8,4,50,3,1,8,12,1,12,3,0,19,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,1,1,0,0,2
Zotu1876,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,13,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,14,0,0,1,0,0,1,0,0,0,0,1,6,0,0
Zotu2476,0,7,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,6,0,0,0,0,9,0,0,0,2,0,0,4,1,0,0,0,0,0,12,19,3,0,0,0,7,19,0,0,0,0,14,11,8,0,0,0,0,0,0,1,0,1,4,7,0,0,0,0,1,0,0,0,2
Zotu2486,0,1,0,0,0,0,2,3,1,2,2,0,0,7,0,0,13,0,16,0,0,0,0,5,6,6,0,13,0,0,4,0,0,25,0,0,0,0,6,1,2,1,0,2,7,0,0,0,0,0,2,2,1,0,0,0,2,0,4,1,0,0,0,0,0,1,0,0,4,1,0,2
Zotu2859,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,2,0,0,0,0,0,2,2,0,2,1,38,0,0,2,0,0,27,0,0,12,0,0,18,0,0,25,0,0
Zotu1372,0,0,0,121,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0
Zotu1215,3,0,0,0,41,23,0,0,0,9,2,10,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,22,0,0,0
Zotu1710,11,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,6,7,25,9,4,7,0,6,0,0,0,0,0,0,1,2,0,3,0,0,0,16,0,0,5,0,0,0,0,0,11,0,0,17,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0
Zotu4440,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2477,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu14741,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,7,20,17,0,0,24,4,1,27,0,2,4,20,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu5294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,63,0,0,44,0,0,26,0,0,2,0,0,0,0,0
